KO_name	ko	ID11_1	ID12_1	ID13_1	ID14_1	ID15_1	ID17_1	ID18_1	ID19_1	ID20_1	ID21_1	ID22_1	ID23_1	ID24_1	ID25_1	ID26_1	ID27_1	ID28_1	ID29_1	ID30_1	ID31_1	ID32_1	ID33_1	ID34_1	ID35_1	ID36_1	ID37_1	ID38_1
K10120  msmE; fructooligosaccharide transport system substrate-binding protein	K10120	0	0	0	0	0	0	0	0	0	0	2	0	35	0	3	0	0	0	0	0	4	51	4	9	3	39	3
K10121  msmF; fructooligosaccharide transport system permease protein	K10121	0	0	0	0	0	0	0	0	0	0	11	0	11	0	4	0	0	0	0	0	0	13	23	2	7	0	0
K10122  msmG; fructooligosaccharide transport system permease protein	K10122	0	0	0	0	0	0	0	0	0	0	9	0	21	0	15	0	0	0	0	0	1	22	26	9	0	11	1
K10125  dctB; two-component system, NtrC family, C4-dicarboxylate transport sensor histidine kinase DctB [EC:2.7.13.3]	K10125	20	4	4	32	2	3	22	1	9	2	149	213	657	34	67	22	156	102	125	187	49	248	225	76	77	162	44
K10126  dctD; two-component system, NtrC family, C4-dicarboxylate transport response regulator DctD	K10126	32	23	19	91	21	10	63	7	88	13	18	58	192	56	11	18	33	159	30	13	51	35	24	23	22	49	12
K10143  RFWD2, COP1; E3 ubiquitin-protein ligase RFWD2 [EC:2.3.2.27]	K10143	0	0	0	0	0	0	0	0	0	0	3	0	14	0	1	0	0	0	0	0	0	1	0	1	0	0	0
K10156  eizS; epi-isozizaene synthase [EC:4.2.3.37]	K10156	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K10161  TLR9, CD289; toll-like receptor 9	K10161	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K10175  TBX1; T-box protein 1	K10175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
K10187  cyc2; germacradienol/geosmin synthase [EC:4.2.3.22 4.2.3.75 4.1.99.16]	K10187	3	0	0	20	0	0	225	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
K10188  lacE, araN; lactose/L-arabinose transport system substrate-binding protein	K10188	5	19	4	35	4	2	79	0	9	6	47	140	306	20	19	1	7	6	25	1	141	107	73	42	57	77	24
K10189  lacF, araP; lactose/L-arabinose transport system permease protein	K10189	31	27	5	62	11	4	238	16	81	9	65	14	371	3	46	57	299	144	1018	3	41	244	99	56	42	109	105
K10190  lacG, araQ; lactose/L-arabinose transport system permease protein	K10190	0	2	0	0	0	0	0	0	2	3	12	9	20	3	14	0	0	0	0	0	2	46	55	14	14	3	12
K10191  lacK; lactose/L-arabinose transport system ATP-binding protein	K10191	2	1	16	38	5	7	117	14	14	1	0	1	7	2	0	37	18	40	4	0	1	1	0	0	0	1	0
K10193  togM; oligogalacturonide transport system permease protein	K10193	16	0	6	0	12	6	0	12	3	0	0	0	15	0	0	6	0	14	0	6	0	4	2	2	5	1	3
K10194  togN; oligogalacturonide transport system permease protein	K10194	26	0	6	0	12	13	1	9	0	0	0	0	1	0	0	10	1	0	0	0	0	0	0	0	0	0	0
K10195  togA; oligogalacturonide transport system ATP-binding protein	K10195	14	0	6	0	2	2	0	2	0	7	68	36	735	6	55	9	2	48	0	99	36	281	98	87	82	70	99
K10196  glcS, araS; glucose/arabinose transport system substrate-binding protein	K10196	0	0	0	0	0	0	0	0	0	0	2	0	8	0	1	0	0	0	0	0	0	4	6	0	1	0	4
K10199  glcV, araV; glucose/arabinose transport system ATP-binding protein	K10199	0	0	0	0	0	0	0	0	0	0	4	1	17	0	1	0	0	0	0	3	1	13	1	16	3	8	1
K10200  ngcE; N-acetylglucosamine transport system substrate-binding protein	K10200	13	26	1	21	32	16	164	2	17	4	26	186	416	111	67	41	21	43	56	11	64	80	73	19	70	20	67
K10201  ngcF; N-acetylglucosamine transport system permease protein	K10201	2	65	1	131	0	0	24	0	173	2	38	29	707	15	78	0	208	1	85	3	26	53	24	8	21	14	8
K10202  ngcG; N-acetylglucosamine transport system permease protein	K10202	6	13	2	29	12	7	77	4	7	5	19	82	292	57	24	11	9	17	13	18	22	37	25	7	26	10	27
K10206  E2.6.1.83; LL-diaminopimelate aminotransferase [EC:2.6.1.83]	K10206	87	333	30	422	256	38	939	33	296	55	1527	864	11700	339	1666	75	3039	171	3833	170	1708	2193	1794	949	927	630	932
K10208  crtM; 4,4'-diapophytoene synthase [EC:2.5.1.96]	K10208	0	3	1	20	0	1	0	0	9	6	36	75	315	51	25	1	73	8	63	3	24	12	83	8	24	4	13
K10209  crtN; 4,4'-diapophytoene desaturase [EC:1.3.8.2]	K10209	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1	0	0	0	0	0	0	3	1	0	1	0	0
K10210  crtP; diapolycopene oxygenase [EC:1.14.99.44]	K10210	45	84	3	23	27	33	24	13	5	18	0	53	5	31	0	30	0	38	0	23	1	16	0	2	21	12	5
K10211  crtQ; 4,4'-diaponeurosporenoate glycosyltransferase [EC:2.4.1.-]	K10211	0	6	0	2	0	0	0	0	24	3	0	2	4	5	0	1	3	11	6	1	2	0	1	2	0	2	0
K10212  K10212, crtO; glycosyl-4,4'-diaponeurosporenoate acyltransferase [EC:2.3.1.-]	K10212	2	2	2	0	0	1	0	0	20	0	2	2	21	1	4	3	2	0	1	8	7	8	3	2	5	10	2
K10213  rihB; ribosylpyrimidine nucleosidase [EC:3.2.2.8]	K10213	289	64	51	363	208	106	947	122	213	237	24	118	70	200	5	331	4	690	4	24	12	21	15	8	39	159	6
K10215  ethA; monooxygenase [EC:1.14.13.-]	K10215	119	42	8	60	205	29	239	48	118	28	3	43	10	25	1	116	2	226	5	2	1	14	0	0	15	72	0
K10216  dmpD, xylF; 2-hydroxymuconate-semialdehyde hydrolase [EC:3.7.1.9]	K10216	47	75	22	209	82	10	205	47	94	39	32	24	847	18	70	30	85	137	39	15	24	61	21	21	15	37	10
K10217  dmpC, xylG, praB; aminomuconate-semialdehyde/2-hydroxymuconate-6-semialdehyde dehydrogenase [EC:1.2.1.32 1.2.1.85]	K10217	1406	736	674	2960	1065	918	4556	500	2462	1351	94	1276	1007	1323	70	1805	2067	2735	1939	391	152	476	56	106	160	352	33
K10218  ligK, galC; 4-hydroxy-4-methyl-2-oxoglutarate aldolase [EC:4.1.3.17]	K10218	225	190	53	626	206	56	848	121	522	326	126	816	844	573	83	204	203	303	193	101	225	132	190	35	127	165	52
K10219  ligC; 2-hydroxy-4-carboxymuconate semialdehyde hemiacetal dehydrogenase [EC:1.1.1.312]	K10219	104	211	33	817	59	48	881	32	309	226	35	578	342	476	34	139	76	165	71	107	152	256	37	45	82	114	19
K10220  ligJ; 4-oxalmesaconate hydratase [EC:4.2.1.83]	K10220	213	414	45	1451	93	88	1689	76	537	722	128	1839	399	961	66	448	142	483	209	160	211	235	240	43	212	196	99
K10221  ligI; 2-pyrone-4,6-dicarboxylate lactonase [EC:3.1.1.57]	K10221	60	188	32	435	22	10	563	24	264	320	12	848	43	460	11	133	11	156	26	67	72	79	32	19	63	97	54
K10222  bphD; 2,6-dioxo-6-phenylhexa-3-enoate hydrolase [EC:3.7.1.8]	K10222	1	0	0	0	0	0	0	0	0	0	0	24	3	10	1	0	0	0	0	0	1	2	0	0	2	1	0
K10227  smoE, mtlE; polyol transport system substrate-binding protein	K10227	197	27	34	366	135	28	655	96	139	764	131	475	633	178	68	226	298	638	312	61	42	524	168	109	110	347	60
K10228  smoF, mtlF; polyol transport system permease protein	K10228	101	25	22	189	92	30	366	48	71	391	56	173	266	65	25	122	99	466	68	12	20	103	78	32	42	164	23
K10229  smoG, mtlG; polyol transport system permease protein	K10229	122	27	19	206	52	24	522	23	75	357	116	335	518	109	54	121	116	351	97	38	70	314	135	80	104	193	87
K10231  kojP; kojibiose phosphorylase [EC:2.4.1.230]	K10231	21	132	6	218	11	2	332	10	221	141	123	538	805	161	127	171	115	424	178	13	58	174	132	32	171	24	42
K10232  aglE, ggtB; alpha-glucoside transport system substrate-binding protein	K10232	23	69	3	362	9	6	461	8	58	25	119	236	1050	205	85	54	884	85	460	40	84	507	193	110	95	213	81
K10233  aglF, ggtC; alpha-glucoside transport system permease protein	K10233	9	103	8	344	3	2	340	2	61	67	100	208	946	191	102	55	822	80	492	41	76	595	201	156	89	213	137
K10234  aglG, ggtD; alpha-glucoside transport system permease protein	K10234	12	85	5	520	14	2	494	7	98	172	97	210	849	153	85	27	470	94	299	82	105	453	154	121	98	204	258
K10235  aglK; alpha-glucoside transport system ATP-binding protein	K10235	0	0	0	0	0	0	0	0	0	0	3	8	9	0	4	0	4	0	1	1	1	26	0	5	2	6	0
K10236  thuE, lpqY; trehalose/maltose transport system substrate-binding protein	K10236	68	27	37	98	44	50	273	45	68	228	28	77	95	62	14	101	12	131	7	12	109	89	65	31	23	100	10
K10237  thuF, sugA; trehalose/maltose transport system permease protein	K10237	6	22	2	46	0	0	92	0	15	3	138	255	1033	129	69	8	3	0	5	29	429	312	164	108	72	159	69
K10238  thuG, sugB; trehalose/maltose transport system permease protein	K10238	3	1	0	4	3	1	1	3	11	0	2	20	13	8	5	0	4	8	2	1	1	29	0	11	1	12	0
K10240  cebE; cellobiose transport system substrate-binding protein	K10240	13	5	1	41	7	1	190	5	19	218	4	84	14	22	0	8	1	0	0	1	31	8	4	1	3	69	6
K10241  cebF; cellobiose transport system permease protein	K10241	4	33	0	48	0	0	93	0	21	3	155	169	1293	9	110	8	1	1	4	2	447	375	171	123	66	198	80
K10242  cebG; cellobiose transport system permease protein	K10242	20	13	4	92	18	4	226	10	94	6	29	56	163	11	24	12	205	27	754	1	5	83	70	22	27	58	21
K10245  ELO2; fatty acid elongase 2 [EC:2.3.1.199]	K10245	15	0	6	0	3	4	2	4	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0
K10246  ELO3; fatty acid elongase 3 [EC:2.3.1.199]	K10246	15	0	6	0	3	4	2	4	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0
K10251  HSD17B12, KAR, IFA38; 17beta-estradiol 17-dehydrogenase / very-long-chain 3-oxoacyl-CoA reductase [EC:1.1.1.62 1.1.1.330]	K10251	19	0	8	0	2	5	2	3	0	0	0	0	0	0	0	0	0	27	0	0	1	0	0	0	0	4	0
K10253  DODA; DOPA 4,5-dioxygenase [EC:1.14.99.-]	K10253	18	15	9	87	15	7	151	9	38	18	0	50	23	25	1	22	1	86	2	0	4	2	3	0	4	4	0
K10254  ohyA, sph; oleate hydratase [EC:4.2.1.53]	K10254	183	383	88	675	119	79	583	77	720	317	110	1330	1160	824	200	370	2471	1354	2387	448	283	1594	146	409	212	894	121
K10255  FAD6, desA; acyl-lipid omega-6 desaturase (Delta-12 desaturase) [EC:1.14.19.23 1.14.19.45]	K10255	276	536	135	1049	382	93	1217	131	669	453	462	1854	3943	1242	573	407	318	550	246	320	547	598	474	227	358	359	130
K10256  FAD2; omega-6 fatty acid desaturase / acyl-lipid omega-6 desaturase (Delta-12 desaturase) [EC:1.14.19.6 1.14.19.22]	K10256	19	0	8	4	5	6	8	15	0	1	0	1	3	0	0	0	0	14	0	0	0	0	0	0	1	0	0
K10257  FAD3, FAD7, FAD8, desB; acyl-lipid omega-3 desaturase [EC:1.14.19.25 1.14.19.35 1.14.19.36]	K10257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	1	0	1	0
K10258  TER, TSC13, CER10; very-long-chain enoyl-CoA reductase [EC:1.3.1.93]	K10258	13	0	2	0	3	4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
K10259  MET30; F-box and WD-40 domain protein MET30	K10259	4	0	5	1	6	10	7	14	0	0	0	12	12	11	3	0	24	24	14	0	4	5	1	0	4	1	3
K10260  FBXW7, SEL10; F-box and WD-40 domain protein 7	K10260	0	0	0	0	0	0	0	0	0	0	2	0	70	0	18	0	3	0	0	0	0	1	18	0	2	1	0
K10264  FBXW8; F-box and WD-40 domain protein 8	K10264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	4	1	0	0
K10268  FBXL2_20; F-box and leucine-rich repeat protein 2/20	K10268	40	0	9	2	4	15	9	23	1	2	1	2	14	3	0	0	7	42	5	0	0	0	0	0	2	0	0
K10273  FBXL7; F-box and leucine-rich repeat protein 7	K10273	6	2	11	1	7	12	12	21	18	29	1	2	23	7	2	6	0	32	17	2	9	4	6	2	6	2	1
K10276  FBXL10_11, KDM2; F-box and leucine-rich repeat protein 10/11 [EC:1.14.11.27]	K10276	6	0	4	0	4	5	4	2	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
K10277  KDM8, JMJD5; [protein]-arginine 3-hydroxylase / protease [EC:1.14.11.73 3.4.-.-]	K10277	66	9	44	166	97	69	420	47	49	5	4	2	6	13	2	187	21	72	1	15	1	0	5	0	5	0	0
K10278  FBXL12; F-box and leucine-rich repeat protein 12	K10278	0	0	0	0	0	0	0	0	0	0	1	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K10279  FBXL13, DRC6; dynein regulatory complex subunit 6	K10279	0	0	0	0	0	0	0	0	0	0	1	2	8	4	0	0	0	5	0	1	0	0	0	0	0	0	0
K10280  FBXL14; F-box and leucine-rich repeat protein 14	K10280	0	0	0	0	0	0	0	0	0	0	1	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K10295  FBXO9; F-box protein 9	K10295	9	0	3	1	1	6	5	2	0	0	0	0	2	0	0	0	0	24	0	0	0	0	0	0	1	0	0
K10297  FBXO11; F-box protein 11	K10297	70	874	13	333	14	19	844	32	182	74	427	586	3778	417	423	100	1326	138	579	61	2067	876	855	308	260	223	133
K10300  FBXO18; F-box protein, helicase, 18 [EC:5.6.2.4]	K10300	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K10301  FBXO21; F-box protein 21	K10301	6	0	6	1	10	10	5	12	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0
K10317  FBXO42; F-box protein 42	K10317	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	9	0
K10323  ASB1; ankyrin repeat and SOCS box protein 1	K10323	0	0	0	0	0	0	0	0	0	0	8	0	20	0	2	0	0	0	0	0	2	1	16	0	0	0	3
K10324  ASB2; ankyrin repeat and SOCS box protein 2	K10324	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	21	0	6	0	0	0	3	0
K10325  ASB3; ankyrin repeat and SOCS box protein 3	K10325	13	2	0	0	5	1	3	9	12	5	8	13	20	23	10	0	30	4	15	21	0	6	6	1	0	3	0
K10326  ASB4; ankyrin repeat and SOCS box protein 4	K10326	0	0	0	0	0	0	0	0	0	0	1	0	38	0	1	0	0	0	0	0	2	0	0	0	0	0	0
K10329  ASB7; ankyrin repeat and SOCS box protein 7	K10329	0	0	0	0	0	0	0	0	0	0	0	1	16	0	5	0	13	0	3	0	0	7	4	3	1	0	1
K10331  ASB9; ankyrin repeat and SOCS box protein 9	K10331	0	0	0	0	0	0	0	0	0	0	0	3	3	1	0	0	1	1	6	0	0	0	0	0	0	0	0
K10332  ASB10; ankyrin repeat and SOCS box protein 10	K10332	0	0	0	0	0	0	0	0	0	0	1	0	19	0	1	0	0	0	0	0	0	0	0	0	0	0	0
K10335  ASB13; ankyrin repeat and SOCS box protein 13	K10335	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
K10336  ASB14; ankyrin repeat and SOCS box protein 14	K10336	4	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K10337  ASB15; ankyrin repeat and SOCS box protein 15	K10337	0	0	0	0	0	0	0	0	0	0	31	0	3	0	0	0	0	0	0	0	2	1	76	1	4	1	0
K10338  ASB16; ankyrin repeat and SOCS box protein 16	K10338	0	2	0	1	0	1	2	0	1	2	5	0	17	0	6	0	0	5	0	0	6	2	17	0	0	1	2
K10340  ASB18; ankyrin repeat and SOCS box protein 18	K10340	0	2	0	1	0	1	2	0	1	2	1	0	19	0	1	0	0	5	0	0	0	0	0	0	0	0	0
K10341  WSB1; WD repeat and SOCS box-containing protein 1	K10341	0	1	0	10	0	0	4	0	8	1	0	15	8	11	1	1	9	4	6	0	0	7	0	1	0	1	1
K10342  WSB2; WD repeat and SOCS box-containing protein 2	K10342	0	1	0	10	0	0	4	0	8	1	0	15	8	11	1	1	9	4	6	0	0	7	0	1	0	1	1
K10349  FEM1B; protein fem-1 homolog B	K10349	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	43	0	0	0	0	0	0	0	0	0
K10352  MYH9s; myosin heavy chain 9/10/11/14	K10352	55	1	44	10	27	56	33	65	1	4	0	2	1	1	0	0	0	72	0	1	0	0	0	0	4	0	0
K10353  E2.7.1.76, dak; deoxyadenosine kinase [EC:2.7.1.76]	K10353	1	0	0	0	0	0	0	0	0	0	66	25	679	0	87	0	0	0	0	0	34	50	77	7	32	3	17
K10356  MYO1; myosin I	K10356	24	0	12	4	5	12	14	15	0	0	0	4	3	0	0	0	0	22	0	0	0	0	0	0	4	0	0
K10357  MYO5; myosin V	K10357	50	1	28	8	22	32	25	23	1	5	0	1	5	1	0	0	0	43	0	0	0	1	0	0	2	0	0
K10359  MYO7A, USH1B; myosin VIIa	K10359	0	0	0	0	0	0	0	0	0	0	0	0	7	0	1	0	0	0	0	0	0	0	2	0	0	0	0
K10360  MYO9; myosin IX	K10360	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	1	1	1	1	0
K10364  CAPZA; F-actin-capping protein subunit alpha	K10364	9	0	2	0	2	2	2	6	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
K10365  CAPZB; F-actin-capping protein subunit beta	K10365	6	0	5	2	2	3	4	4	0	1	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
K10380  ANK; ankyrin	K10380	22	0	11	2	8	8	86	18	2	1	20	1	134	0	9	3	1	8	0	0	4	6	12	0	6	4	0
K10389  TUBG; tubulin gamma	K10389	13	2	21	1	13	20	10	22	2	3	1	13	4	3	0	0	0	31	0	1	0	0	0	2	1	0	0
K10390  TUBD; tubulin delta	K10390	0	0	0	0	0	0	0	0	0	0	3	0	12	0	0	0	0	0	0	0	0	1	3	1	0	0	0
K10392  KIF1; kinesin family member 1	K10392	53	0	26	2	20	31	20	27	0	2	1	0	2	1	0	0	0	57	0	0	0	0	0	0	1	0	0
K10393  KIF2_24, MCAK; kinesin family member 2/24	K10393	0	0	4	0	4	1	8	8	0	1	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0
K10395  KIF4; kinesin family member 4	K10395	50	0	23	3	13	30	23	37	0	3	0	2	1	2	0	1	0	33	0	0	0	0	0	0	5	0	0
K10396  KIF5; kinesin family member 5	K10396	38	0	11	1	7	13	3	16	0	2	0	0	1	0	0	0	0	12	0	0	1	0	0	0	1	0	0
K10398  KIF11, EG5; kinesin family member 11	K10398	57	0	9	2	7	19	5	16	0	1	1	0	3	0	0	0	0	12	0	0	0	0	0	0	6	0	0
K10401  KIF18A; kinesin family member 18A	K10401	15	0	5	1	1	14	6	3	0	0	1	0	0	0	0	0	0	15	0	0	1	0	0	0	3	0	0
K10402  KIF20; kinesin family member 20	K10402	13	0	4	0	3	2	2	2	0	0	0	0	2	0	0	0	0	13	0	0	0	0	0	0	3	0	0
K10403  KIF22; kinesin family member 22	K10403	1	0	2	1	3	4	7	4	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
K10404  KIF26; kinesin family member 26	K10404	0	0	0	0	0	0	0	0	0	0	1	1	12	0	1	0	8	0	1	0	0	1	0	0	0	0	0
K10405  KIFC1; kinesin family member C1	K10405	13	0	9	3	5	16	14	23	0	0	0	0	0	2	0	0	0	25	0	0	0	0	0	0	2	0	0
K10407  KLC; kinesin light chain	K10407	60	31	18	50	36	47	72	4	48	37	7	54	84	49	10	10	230	17	151	1	1	43	9	29	20	8	38
K10408  DNAH; dynein axonemal heavy chain	K10408	16	1	5	0	50	6	5	4	0	0	4	1	56	2	1	2	2	8	1	0	0	3	1	4	7	0	2
K10409  DNAI1; dynein axonemal intermediate chain 1	K10409	0	0	0	0	0	0	0	0	0	0	8	34	70	5	16	0	12	0	7	0	0	14	6	10	16	0	8
K10413  DYNC1H; dynein cytoplasmic 1 heavy chain	K10413	151	4	82	13	44	96	56	116	1	8	1	2	7	2	0	0	0	105	0	0	1	1	0	1	7	4	0
K10415  DYNC1I, DNCI; dynein cytoplasmic 1 intermediate chain	K10415	8	0	4	0	1	4	1	5	0	0	0	1	0	1	0	0	0	15	0	0	0	0	0	0	1	0	0
K10416  DYNC1LI, DNCLI; dynein cytoplasmic 1 light intermediate chain	K10416	9	0	5	0	5	5	5	6	0	2	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0
K10421  CLIP1, RSN; CAP-Gly domain-containing linker protein 1	K10421	0	0	0	0	0	0	0	0	0	0	1	0	16	0	2	0	0	0	0	0	0	0	0	0	0	0	0
K10426  DCTN4; dynactin 4	K10426	22	0	5	2	8	8	8	8	0	0	0	0	0	0	0	0	0	16	0	0	1	0	0	0	2	0	0
K10428  DCTN6; dynactin 6	K10428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
K10436  MAPRE; microtubule-associated protein, RP/EB family	K10436	12	1	5	0	7	1	9	5	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0
K10437  PHAA, PHACA, CYP504A1; phenylacetate 2-hydroxylase [EC:1.14.14.54]	K10437	8	0	12	0	14	5	9	11	0	3	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0
K10438  PHACB, CYP504B1; 3-hydroxyphenylacetate 6-hydroxylase [EC:1.14.13.63]	K10438	13	0	6	0	8	9	13	9	0	1	0	0	0	0	0	0	0	22	0	0	0	0	0	0	2	0	0
K10439  rbsB; ribose transport system substrate-binding protein	K10439	1700	2038	649	7490	1752	795	11729	709	4928	2611	2333	5017	18222	2908	1823	2492	8358	5138	9457	712	3616	3261	2943	1114	1594	1993	1901
K10440  rbsC; ribose transport system permease protein	K10440	1619	1278	773	4925	1793	778	7812	963	2460	2054	1856	5495	12960	4015	1251	2953	4301	5331	5192	514	1542	2486	2320	928	1532	1731	1029
K10441  rbsA; ribose transport system ATP-binding protein [EC:7.5.2.7]	K10441	1047	1179	363	3567	1106	285	6787	499	2189	1923	1881	3114	13179	1785	1410	1356	4161	3807	6004	279	1337	2826	2355	907	1326	1500	949
K10442  KLHL1_4_5; kelch-like protein 1/4/5	K10442	2	8	4	115	8	8	43	1	468	0	8	5	58	9	15	2	50	0	25	0	3	1	2	2	1	0	1
K10443  KLHL2_3; kelch-like protein 2/3	K10443	0	0	1	0	1	0	0	0	0	0	4	5	42	7	11	0	46	44	25	0	1	1	2	2	1	0	0
K10444  KLHL6; kelch-like protein 6	K10444	6	8	1	115	2	0	44	0	468	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0
K10446  KLHL8; kelch-like protein 8	K10446	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0
K10447  KLHL9_13; kelch-like protein 9/13	K10447	0	0	1	0	2	0	0	0	0	14	10	13	56	10	15	0	84	1	120	4	6	28	11	11	5	25	3
K10454  KLHL17; kelch-like protein 17 (actinfilin)	K10454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	4	0	1	4	0
K10455  KLHL18; kelch-like protein 18	K10455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	1	0	2	0
K10456  KLHL19, KEAP1, INRF2; kelch-like protein 19	K10456	0	0	0	0	0	0	8	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K10457  KLHL20, KLEIP; kelch-like protein 20	K10457	0	0	0	0	0	0	0	0	0	0	0	0	9	0	3	0	0	0	0	0	3	0	0	0	0	3	0
K10458  KLHL21; kelch-like protein 21	K10458	0	0	0	0	7	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K10461  KLHL24_35; kelch-like protein 24/35	K10461	6	8	1	115	2	1	44	0	469	0	1	0	6	2	0	2	0	0	0	1	1	0	0	0	1	1	0
K10462  KLHL25_37, ENC1, ENC2; kelch-like protein 25/37 (ectoderm-neural cortex protein)	K10462	0	1	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K10464  KLHL28; kelch-like protein 28	K10464	20	0	0	0	2	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K10465  KLHL29, KBTBD9; kelch-like protein 29	K10465	0	0	0	0	0	0	0	0	0	0	2	1	13	0	4	0	38	0	94	0	3	7	1	0	1	1	2
K10475  KBTBD8; kelch repeat and BTB domain-containing protein 8	K10475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	5	1	0	0	1
K10481  BTBD9; BTB/POZ domain-containing protein 9	K10481	0	0	0	0	0	0	0	0	0	0	2	0	26	0	0	0	0	0	0	0	2	1	1	1	1	2	2
K10520  ABTB1, BPOZ; ankyrin repeat and BTB/POZ domain-containing protein 1	K10520	0	4	0	2	0	0	1	0	0	0	1	0	5	0	1	0	1	0	0	0	0	0	0	0	0	0	0
K10524  NRK1_2; nicotinamide/nicotinate riboside kinase [EC:2.7.1.22 2.7.1.173]	K10524	3	0	2	1	2	1	1	2	0	1	0	3	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
K10527  MFP2; enoyl-CoA hydratase/3-hydroxyacyl-CoA dehydrogenase [EC:4.2.1.17 1.1.1.35 1.1.1.211]	K10527	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	1	0	56	0	0	0	0	0	0	0	1	0
K10529  DOX; fatty acid alpha-dioxygenase [EC:1.13.11.92]	K10529	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	3	0	47	2	0	0	0	0	0	0	0	0
K10530  lctO; L-lactate oxidase [EC:1.1.3.2]	K10530	2	10	0	100	1	0	72	1	63	2	8	32	19	4	3	0	4	10	4	3	41	12	44	4	4	4	5
K10531  pvdA, SIDA; L-ornithine N5-monooxygenase [EC:1.14.13.195 1.14.13.196]	K10531	6	1	8	26	20	8	50	13	55	1	0	0	0	0	0	2	0	25	0	0	0	0	0	0	1	0	0
K10532  HGSNAT; heparan-alpha-glucosaminide N-acetyltransferase [EC:2.3.1.78]	K10532	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
K10533  E3.3.2.8; limonene-1,2-epoxide hydrolase [EC:3.3.2.8]	K10533	12	31	16	133	21	11	99	6	102	12	5	153	21	112	2	48	10	62	8	8	50	33	5	6	12	35	6
K10534  NR; nitrate reductase (NAD(P)H) [EC:1.7.1.1 1.7.1.2 1.7.1.3]	K10534	10	0	7	0	3	5	7	5	0	0	0	1	3	0	2	0	0	22	0	0	0	0	0	0	0	0	0
K10535  hao; hydroxylamine dehydrogenase [EC:1.7.2.6]	K10535	2	10	0	34	0	0	0	0	29	87	60	231	508	65	54	4	165	5	115	54	33	42	57	22	89	49	13
